	n	zI	zG_X_XX	zG_X_XY	zG_Y_XY	zG_Z_ZZ	zG_Z_ZW	zG_W_ZW	wI_star	wG_X_XX	wG_X_XY	wG_Y_XY	wG_Z_ZZ	wG_Z_ZW	wG_W_ZW	
	1.373	0.135834	0.105595	0.0604782	0.271668	0.166073	0.21119	0	1.72833	1.71663	1.62615	1.61385	1.71989	1.68496	1	
	1.374	0.136099	0.105828	0.0605423	0.272198	0.16637	0.211656	0	1.7278	1.71611	1.62535	1.61314	1.71937	1.68432	1	
	1.375	0.136364	0.106061	0.0606061	0.272727	0.166667	0.212121	0	1.72727	1.71559	1.62455	1.61244	1.71884	1.68367	1	
	1.376	0.136628	0.106293	0.0606696	0.273256	0.166963	0.212586	0	1.72674	1.71507	1.62375	1.61174	1.71831	1.68303	1	
	1.377	0.136892	0.106525	0.0607328	0.273784	0.167258	0.213051	0	1.72622	1.71455	1.62296	1.61104	1.71779	1.68239	1	
	1.378	0.137155	0.106757	0.0607958	0.274311	0.167553	0.213515	0	1.72569	1.71404	1.62216	1.61034	1.71727	1.68174	1	
	1.379	0.137418	0.106989	0.0608585	0.274837	0.167848	0.213978	0	1.72516	1.71352	1.62137	1.60964	1.71674	1.6811	1	
	1.38	0.137681	0.107221	0.0609209	0.275362	0.168142	0.214441	0	1.72464	1.71301	1.62057	1.60894	1.71622	1.68046	1	
	1.381	0.137944	0.107452	0.060983	0.275887	0.168435	0.214904	0	1.72411	1.71249	1.61978	1.60824	1.7157	1.67982	1	
	1.382	0.138205	0.107683	0.0610448	0.276411	0.168728	0.215366	0	1.72359	1.71198	1.61899	1.60755	1.71518	1.67918	1	
	1.383	0.138467	0.107914	0.0611064	0.276934	0.16902	0.215828	0	1.72307	1.71147	1.6182	1.60685	1.71466	1.67855	1	
	1.384	0.138728	0.108144	0.0611677	0.277457	0.169312	0.216289	0	1.72254	1.71095	1.61741	1.60616	1.71414	1.67791	1	
	1.385	0.138989	0.108375	0.0612287	0.277978	0.169604	0.21675	0	1.72202	1.71044	1.61662	1.60547	1.71362	1.67727	1	
	1.386	0.13925	0.108605	0.0612895	0.278499	0.169894	0.21721	0	1.7215	1.70993	1.61584	1.60478	1.7131	1.67664	1	
